brand,branch_name,address,city,stars,sentiment,clean_text,clean_language,review_length,review_id,review_index,food_quality,order_accuracy,staff_professionalism,speed_of_service,hygiene_cleanliness,facility_equipment,product_availability,no_specific_complaint,is_api_fail
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"Wanted to get some mekdi for dinner tonight, decided to order via drive-thru. The staff who took my order was friendly. I was disappointed with the double cheeseburger.  It looked like the burger was assembled by throwing the parts together, onced unwrapped there was grease all over. I'm certain someone accidentally dropped my burger in the fryer and still decided it was still good enough to be sent out. Have a look at the pictures if you're curious what a 1/5 star double cheeseburger looks like. C'mon McDonald's, I'm not even expecting to get a burger that looks like the display but I'm pretty sure you guys can do better than this. (8/10 times I have received better) Im not trying to be picky but if I received a 1 out of 5 quality burger, should be fair that I pay 1 out of 5 of the price of one double cheeseburger. I hope you (the management) do better next time I visit because I have experienced better from McDonald's. Apart from this burger, the fries, fried chicken and drink were good.",en,182,10,11,"{'detected': 1, 'issues': ['disappointed with the double cheeseburger', 'burger was assembled by throwing the parts together', 'grease all over', 'burger looked like it was dropped in the fryer', '1 out of 5 quality burger']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"Really really disappointed ☹️.
Placed order on 1/4 7:33pm till today 2/4 still don’t want to deliver or cancel my order!!!
I know it’s the Raya holidays but still as a “reputable” F&B outlet, a simple call to update customer is a very simple task and yet no attempt was even made.
Till now the app still showing “on-going” delivery.
2 thumbs up for such an awesome app and service from you guys.🥲🥲🥲",en,73,11,12,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['no attempt to call to update customer']}","{'detected': 1, 'issues': ['still don’t want to deliver or cancel order', ""app still showing 'on-going' delivery""]}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,The seating area is always dirty… the service is extremely slow,en,11,12,13,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['service is extremely slow']}","{'detected': 1, 'issues': ['seating area is always dirty']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,order on 8：19 8：37 not even serve yet alr ask few times and some people that order before me get the food alr,en,23,13,14,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['some people that ordered before me got the food already (serving late orders first)']}","{'detected': 1, 'issues': ['not even served yet after 18 minutes']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"Went there during lunch hour around 12.45pm, was going around looking for a clean seat but there was none. Majority of the empty tables were dirty including the seats. Only one staff observed to manage the whole dining floor (upstairs). Customers were seen to pick up the trash and wiped the table by themselves before taking the seat. It is understandable that during lunch hour is rather busy and perhaps manpower is a constraint. However, given the pandemic and implementation of new norm, cleanliness is extremely crucial especially for restaurants. Hope improvements will be seen soon in order to ensure health safety among customers here.",en,105,14,15,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['no clean seat', 'majority of the empty tables were dirty including the seats', 'customers were seen to pick up the trash and wiped the table by themselves']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"Not much vegan choice, I only able to eat corn and french fries and apple pie here ...wish there is more choices",en,22,15,16,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 1},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"the service is veryy bad,the maneger dont know how to do her work she asked her staff to talk with me ,plus they give me the wrong order and asked me to pay again even though i already pay ,they asked me to pay double for the food that i already paid. and the one that take my order didnt even give me a receipt to comfrm tht my order was in the kichen and she told me the paymend was successful and just take the order. end of the story, already paid but i didnt even get my food, because they say if you want it you have to pay double for the food.",en,115,16,17,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['gave the wrong order']}","{'detected': 1, 'issues': ['service is very bad', ""manager doesn't know how to do her work"", 'asked staff to talk to customer', 'asked to pay again even though already paid', 'asked to pay double for food already paid', ""didn't give a receipt"", ""already paid but didn't get food""]}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"They got a fake phone number.
I buy with grab the Double spicy chicken and only bread and chicken.Better make myself",en,21,17,18,"{'detected': 1, 'issues': ['only bread and chicken (missing components of Double Spicy Chicken)']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['fake phone number']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"I ordered breakfast sausage mc muffin with egg at the self serve kiosk. The order come with hashbrown and ameicano. The staff replace the hashbrown with fries without informing me. When I questioned them, they just say say there are out of hashbrown.

Poor service. If you are out of hashbrown, should inform the customer or update in your order kiosk.",en,61,18,19,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['staff replaced hashbrown with fries without informing']}","{'detected': 1, 'issues': ['poor service (not informing customer about substitution)', 'should inform customer or update kiosk if out of stock']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['out of hashbrown']}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"It’s disaster! Total mess! No body clean up, rubbish tray is full and customers just leave trash everywhere.",en,18,19,20,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['nobody clean up', 'rubbish tray is full', 'customers just leave trash everywhere']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"I ordered a large meal, is this what we get ? For a large fries?",en,15,20,21,"{'detected': 1, 'issues': ['portion size for large fries']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"Cold atmosphere & mechanical. Layout is flashy but confusing. Cafe on the right, counter in the middle, pickup on the left. Condiments are upstairs. Bins are secluded corners. Have to go all over the place for a meal. There is a drive thru, haphazardly placed. Staff are very robotic with tunnel vision, just focusing on the 10° in front of them, oblivious to customers.",en,64,21,22,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['staff are very robotic with tunnel vision, oblivious to customers']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['layout is flashy but confusing', 'condiments are upstairs', 'bins are secluded corners', 'haphazardly placed drive thru']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"So pitty this mcd branch, alrdy order two times missing item, give nasi no ayam, order tiga burger dtg dua sje.",en,21,22,23,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['missing item', 'give nasi no ayam', 'ordered three burgers but only received two']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,Always making mistakes on orders. Today I received the wrong drink and no condiments included in my take away . Poorly trained staff.,en,23,23,24,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['received the wrong drink', 'no condiments included']}","{'detected': 1, 'issues': ['poorly trained staff']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"Maybe I'm just having my unlucky day. I've just received Seoul Daebak Burger with extra bandage plaster on it. This may sounds harsh, it felts totally disgusting as I have already had a mouth on it. Rating based on this order, I think 1 star is totally unsuited for this branch.",en,51,24,25,"{'detected': 1, 'issues': ['Seoul Daebak Burger with extra bandage plaster on it (foreign object)']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,Never come to this McD drive thru. Always have to wait for a very long time. Reason for the long wait was technical issue.  Come on… there’s not consistency and reliability in drive thru service. Might as well close the drive thru service. I ended up driving away without ordering. So NEVER use the drive thru for this McD,en,59,25,26,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['always have to wait for a very long time', 'long wait']}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['technical issue (drive thru)']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"Worst custmer service experience ever. I’ve gone to many McDonald’s drive thru. This was the worst treatment ever. The staff at the payment counter and at the order pick up counter were just giving such unpleasant stares and not even a smile or thank you from them. They look so unpleasant and rude honestly. I believe McDonalds can do better than this. I gave such a wide smile to only get the opposite of it. It’s not about smile here but the overall customer experience. They look at you like you owe them something. Many years ago I worked at McDonald’s too and I remember vividly we were never this rude. They are in need of serious training on what is customer service is all about. This happened on 21st of Jan 2025 around 3.30 pm. I’m still working in the customer service field as well(much tougher job than what they do here)and regardless of how tired I get, I never show it to the customers. To the 2 ladies please work on yourselves. Seriously. I’ve never written such a long review but today I had to as I was in a disbelief with the treatment given. I wouldn’t have given even 1 star honestly.",en,205,26,27,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['worst customer service experience ever', 'worst treatment ever', 'staff giving unpleasant stares', 'not even a smile or thank you from staff', 'staff look unpleasant and rude', 'staff look at you like you owe them something', 'staff in need of serious training']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,breakfast menu starts so early ITS 4.00AM BRUH,en,8,27,28,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 1},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"go through drive thru, ask by the staff to park on the parking lot as the food not yet ready. waited 30minute, i immediately go through the drive thru, turns out, the food is ready, the staff just lazy to sent the food to the designated parking lot reserved for drive thru customer. please take action on your staff laziness",en,60,28,29,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['staff just lazy to send the food to the designated parking lot', 'staff laziness']}","{'detected': 1, 'issues': ['waited 30 minutes']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"sigh really disappointed. The porridge is completely tasteless, and the Milo tastes just like plain water. This isn’t right, especially when I’m paying for it. And it’s not even the first time this has happened. Please la improve",en,38,29,30,"{'detected': 1, 'issues': ['porridge is completely tasteless', 'Milo tastes just like plain water']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"Ordered food from grab at 9 am from this outlet, they not only kept delaying my order but also cancelled it by 11 am. Reasons given that there were a lot of customers but according to delivery guy the restaurant was empty and they had only online orders. Ruined my morning!",en,51,30,31,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['reasons given for delay were false (restaurant was empty but claimed many customers)']}","{'detected': 1, 'issues': ['kept delaying my order']}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['order cancelled by store']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,This is how the present the food..... Tepi jalan burger stall is better and cheap.... Smoky grill beef.. WTF,en,19,31,32,"{'detected': 1, 'issues': ['poor food presentation', 'Smoky grill beef (implies bad quality)']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,"Been coming here for the past year as it’s the nearest McDonald’s in Cyberjaya but this outlet is by far the slowest service McDonald’s outlet I’ve ever experienced in my life. I could literally see the burgers and fries ready infront of me but the workers are just standing there and laughing around, ignoring the fact I’m standing in front of them and been waiting for about 20-30 mins. Also, when asked about the order, they put out an annoyed look and still took their own sweet time to get the food. Despite them taking so long to get the food, they still could not get the order right and missed out some stuff. Fast food? More like slow food. Very disappointing always. Hopefully the management of this outlet could better improve the customer service.",en,135,32,33,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['could not get the order right', 'missed out some stuff']}","{'detected': 1, 'issues': ['workers standing there and laughing around, ignoring customers', 'put out an annoyed look when asked about order', 'took their own sweet time to get the food']}","{'detected': 1, 'issues': ['slowest service', 'waiting for about 20-30 mins', 'taking so long to get the food']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,1,Negative,Ordered a mix and match cheeseburger and fries along with other things but I didn't get a patty with the burger,en,21,33,34,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': [""didn't get a patty with the burger""]}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
